area;rooms;bathroom;parking spaces;total
62;2;2;1;4103
55;1;1;0;920
170;3;2;3;4246
75;3;2;1;1495
150;3;4;3;4597
270;4;4;2;7325
55;2;1;0;1734
38;1;1;0;1521
87;2;2;1;2696
26;1;1;1;887
384;5;4;6;5517
62;2;1;1;1248
70;2;1;1;2723
48;1;1;1;2887
396;4;4;4;10900
480;3;4;1;13490
230;4;4;3;8515
60;1;1;0;2973
80;2;2;2;3433
150;4;3;3;9731
85;3;1;0;1415
25;1;1;0;2592
105;3;3;0;3108
144;4;2;2;7348
80;3;2;2;3549
100;1;1;0;1637
649;5;5;6;16310
55;2;1;1;1193
68;2;2;1;2309
265;3;3;0;9103
96;2;1;0;5386
241;5;4;3;5596
65;2;1;1;1610
71;2;1;1;1929
90;1;1;0;1937
90;3;2;0;3111
42;1;1;1;1535
109;3;1;1;1963
260;4;1;2;20160
154;3;3;2;3068
55;1;1;0;1058
49;2;2;1;3118
56;1;1;0;8382
67;2;1;1;1788
160;4;4;0;5303
118;3;2;1;2177
47;2;1;1;1925
132;3;4;3;5675
47;1;1;0;1074
60;3;2;1;2182
250;4;5;0;12940
400;3;4;5;8961
28;1;1;0;2713
300;3;4;2;17260
78;2;1;2;5975
56;2;1;0;2114
110;2;2;0;5007
65;2;2;1;2478
59;3;1;1;1195
20;1;1;0;2555
65;3;1;1;2333
235;4;4;4;19840
137;2;3;2;17520
28;1;1;0;1665
50;1;1;1;1603
120;3;1;4;3787
80;2;1;0;1725
82;3;1;0;3245
160;3;2;1;4771
51;1;1;0;3315
56;2;1;0;1610
170;3;4;0;7051
300;4;5;4;8629
60;2;1;1;3967
50;1;1;1;1492
250;5;6;2;9853
80;2;2;2;1948
20;1;1;0;2555
110;2;1;1;5299
430;4;5;3;6099
144;4;3;3;6000
80;2;1;1;25180
30;1;1;0;880
163;2;3;2;10040
80;2;2;2;3148
300;5;4;7;17520
544;4;3;7;3503
95;3;2;2;2624
65;2;1;0;1425
305;4;5;5;21500
103;2;2;2;1716
135;3;2;2;4755
200;3;4;2;9666
47;2;2;1;1553
35;1;1;0;1100
44;2;1;1;1257
82;2;1;1;4304
50;1;1;1;935
360;4;3;3;3526
95;3;2;2;2958
83;2;3;2;5531
60;1;1;1;2810
122;3;2;1;7919
150;3;4;4;9753
450;5;4;8;3913
58;2;1;1;1412
380;4;2;4;5370
430;4;5;3;10580
280;3;5;2;6587
580;5;6;5;16400
98;2;2;0;1465
40;1;1;1;1384
50;2;1;1;2658
40;1;1;1;5552
75;4;4;1;5258
72;1;1;1;4742
429;5;4;6;15250
380;4;2;0;8121
72;3;1;1;1298
114;3;3;0;2961
100;3;2;4;4194
120;4;2;2;6145
100;3;3;2;7070
170;2;3;2;6908
62;1;2;1;14900
62;2;2;1;3200
94;2;3;2;6381
144;3;2;1;10430
68;2;1;2;1810
42;1;1;0;2589
84;3;1;0;1596
165;3;4;4;12930
50;2;1;1;1476
65;2;1;1;2276
52;1;1;1;3380
136;3;3;2;4297
75;2;1;1;1377
212;3;5;3;10470
70;2;1;1;2050
57;2;1;1;2943
128;2;3;3;6450
62;2;2;1;2380
140;3;3;2;4058
55;2;1;1;1837
130;3;2;1;8179
82;3;2;2;3702
100;3;2;1;2475
122;2;2;2;6402
87;2;1;0;1683
70;2;1;2;1081
123;3;2;1;6785
91;3;2;2;3990
50;1;1;0;1214
189;4;3;3;9594
45;2;1;1;1198
35;1;1;0;2586
350;5;5;4;11710
73;1;1;0;2366
35;2;1;1;2257
685;4;3;5;20250
140;5;2;1;4250
78;3;3;2;3592
200;6;4;2;10400
102;2;2;1;5203
48;2;1;1;1342
84;3;2;1;3129
80;2;1;1;1390
391;4;5;2;15030
227;4;4;3;17940
180;3;3;4;9242
178;4;4;4;5561
105;1;1;2;10530
26;1;1;0;4815
200;2;3;1;6308
78;2;2;2;1568
309;4;5;3;12920
66;3;2;1;1962
20;1;1;0;1672
35;1;1;1;1267
130;2;4;3;8544
120;3;1;0;1433
75;2;2;0;2958
120;3;3;2;9293
65;2;1;1;1550
20;1;1;0;2555
62;3;1;2;2324
129;3;4;2;5439
70;2;2;4;3236
38;1;1;0;2404
120;3;3;3;5874
180;2;3;2;3499
82;1;1;2;10020
58;2;2;2;1823
52;2;1;1;2959
67;2;1;0;1758
100;3;1;1;3240
570;4;5;4;16820
54;2;1;1;2508
150;4;2;0;2722
32;1;1;1;4614
127;3;2;2;5326
58;2;1;1;1006
230;3;2;2;4968
60;1;1;0;1817
60;1;1;0;1288
245;3;5;4;15680
180;3;2;2;10790
42;1;1;1;1213
41;1;1;0;1490
800;4;4;3;8966
700;7;6;5;16410
140;3;3;2;2335
222;4;3;2;6559
122;3;3;2;3286
62;1;1;0;3834
107;2;2;0;3989
59;2;2;0;2041
40;1;1;0;1889
72;3;1;1;1608
400;4;6;4;8588
84;2;3;2;7787
80;3;2;2;2691
90;2;2;0;1777
413;4;4;0;11010
120;4;4;1;4635
66;2;1;1;1239
140;3;2;1;4076
190;4;2;2;4804
325;5;5;4;6511
60;2;2;0;4175
310;4;4;3;7781
100;2;2;2;8325
120;2;1;0;2039
52;2;1;1;920
52;2;1;1;1699
115;3;3;1;2990
47;1;1;1;1403
66;2;1;1;2333
100;2;1;2;1675
55;2;1;1;1714
200;3;4;3;15860
51;2;1;1;1251
140;3;3;2;6033
200;4;4;3;6036
30;2;2;1;1594
87;3;2;2;4372
100;3;2;1;3412
48;1;1;1;2423
40;1;1;1;2066
78;2;2;1;3139
41;1;2;1;3308
200;3;4;3;9662
234;3;3;3;8675
136;3;1;0;5039
250;3;4;4;6394
125;3;2;1;4453
86;2;1;0;1538
62;2;1;0;1653
120;3;2;2;3268
61;1;1;0;2346
160;3;2;1;3907
64;1;1;0;1844
70;3;2;1;3514
258;2;2;1;1489
163;4;3;2;2767
360;4;5;4;6639
90;2;2;1;5836
50;1;1;0;1117
264;4;4;1;11360
70;2;1;0;3668
126;2;2;1;4253
35;1;1;1;3185
98;2;2;1;1838
47;2;1;1;1859
70;3;2;1;2893
85;3;3;0;3167
90;2;2;1;5302
250;3;4;3;12800
160;4;2;0;7046
25;1;1;0;1251
97;2;3;2;4353
33;1;1;0;4601
66;2;1;1;1636
78;3;2;2;2570
248;3;4;3;9019
163;3;2;1;5235
332;5;4;3;19560
30;1;1;1;2674
172;3;3;3;7865
100;3;2;0;1701
260;4;4;2;5463
432;5;7;6;21410
46;2;1;1;1820
999;5;7;4;15790
274;6;6;2;9819
76;2;1;0;1688
210;4;4;2;6039
400;4;5;4;16610
110;3;2;1;2766
20;1;1;0;2555
160;3;2;2;3803
95;3;2;2;7505
38;1;1;0;2215
220;4;3;3;8742
396;4;5;6;10410
360;4;7;5;10450
25;1;1;0;2594
120;3;2;8;3432
556;6;7;4;8697
100;3;1;1;2095
40;1;1;0;809
55;2;1;1;944
60;2;1;0;2583
70;3;1;2;4263
52;2;1;1;1897
110;3;2;1;3461
53;2;1;1;2416
188;1;3;2;9832
121;3;2;1;2928
80;1;1;1;1404
160;4;2;2;3741
285;4;5;4;222100
70;2;1;0;1371
53;2;2;1;2422
320;3;6;3;9474
96;2;2;2;9351
35;1;1;1;2557
375;4;5;0;12180
60;2;1;0;1971
100;7;2;1;2874
82;2;1;0;5085
57;1;1;0;6394
485;5;6;6;21370
61;1;2;1;2486
28;1;1;0;1469
130;3;2;1;9213
119;3;1;0;2775
123;3;1;1;6197
96;2;1;1;2546
120;3;2;2;7771
89;3;1;1;3216
190;3;3;2;12800
402;4;4;4;8106
40;1;1;0;1575
210;4;3;3;6051
77;2;2;1;4085
65;3;1;1;1226
160;3;4;3;3287
80;2;3;1;3982
110;3;2;0;2571
132;3;2;2;4566
90;3;2;2;4522
50;2;1;1;1663
55;3;1;1;2544
40;1;1;0;4267
38;2;2;1;4892
50;2;1;1;1674
136;3;3;1;9416
140;3;2;2;4354
150;4;2;2;12850
65;2;2;1;1755
41;3;2;1;6583
180;3;3;1;8156
425;4;4;0;16020
70;2;1;1;2340
460;6;6;4;6707
70;2;2;1;9713
25;1;1;0;2705
274;4;5;6;11930
42;1;1;2;4018
64;2;1;1;1629
31;1;1;0;1835
74;2;1;0;3476
110;2;3;3;3514
20;1;1;0;2555
91;2;3;1;3456
85;2;3;1;3519
42;1;1;1;3935
359;3;4;2;9695
89;2;1;0;1548
50;1;1;0;762
43;1;1;0;1938
40;1;1;1;5868
42;1;1;1;2318
143;3;2;1;2919
140;3;1;1;5676
60;1;1;1;1021
121;1;1;0;9188
148;3;2;2;6416
130;4;3;0;10920
35;1;1;0;95610
85;3;2;1;5549
40;1;1;0;939
53;2;1;1;1620
80;3;2;2;3466
77;3;3;2;2730
103;3;2;2;8955
78;2;2;0;2139
158;3;4;2;4288
300;4;4;3;16920
65;2;1;1;1698
58;2;2;1;2602
250;3;4;0;9898
440;4;4;4;18160
39;1;1;1;2783
45;2;2;0;1324
200;4;3;3;10060
40;1;1;0;1455
75;2;1;1;1312
85;2;2;1;2081
57;2;1;1;1486
60;3;1;0;2649
46;2;1;1;1259
57;2;2;1;1785
102;3;2;2;5754
61;2;2;1;3001
29;1;1;0;2456
280;3;3;2;8721
210;3;3;4;11080
130;3;3;3;4207
45;1;1;0;2322
45;1;1;1;3705
40;1;1;0;2526
175;1;1;2;1792
750;4;5;8;19560
60;2;3;2;2128
86;2;1;1;5109
75;2;2;2;2884
281;4;3;4;5480
70;2;2;1;2725
280;3;3;2;16280
30;1;1;0;1874
100;2;2;1;2026
271;3;2;2;5519
123;3;3;2;5305
59;2;2;0;4473
130;2;3;3;1858
58;1;1;1;1518
42;1;1;1;2983
168;3;2;4;4470
430;4;7;6;8411
90;3;2;1;1943
36;1;1;0;2476
45;1;1;1;3981
73;3;1;1;2247
38;1;1;0;1023
95;3;2;1;3180
60;1;1;1;2424
60;2;1;1;2293
44;1;1;1;2645
39;1;1;1;1126
30;1;1;0;1193
250;3;3;2;4215
170;3;3;3;3762
65;2;1;0;1995
320;3;3;4;6227
60;2;1;3;2422
100;3;1;0;2207
100;2;2;2;5036
45;2;1;0;1014
270;5;7;2;4127
90;3;2;1;5396
51;2;1;2;2387
72;2;2;1;1813
45;1;1;1;2126
60;2;1;0;1301
213;3;3;2;10260
33;1;1;0;1572
74;3;1;1;1182
120;3;1;1;2651
45;1;1;0;2278
59;2;2;1;4326
35;1;1;0;5225
253;4;5;3;6252
78;3;2;1;2333
200;4;3;3;7626
128;3;3;2;7054
200;5;2;5;4202
60;2;2;1;1744
244;3;4;2;16300
120;2;1;1;3326
145;4;3;2;7865
120;3;2;1;6335
34;1;1;0;1159
90;2;1;2;3126
76;2;1;0;1109
69;3;2;1;2702
150;3;2;0;2688
101;2;2;1;2304
225;3;3;2;14170
220;4;4;4;7156
79;2;1;0;2375
25;1;1;0;1244
277;3;5;4;12490
282;4;4;3;14560
200;4;5;3;9367
45;1;1;2;3143
280;4;4;3;9037
155;4;3;2;5054
44;1;1;1;2342
312;4;5;4;10060
90;2;1;0;1558
64;2;1;1;2690
150;2;2;3;12760
65;2;1;0;1387
47;1;1;1;2633
40;1;1;0;2640
50;1;1;0;2324
120;3;3;2;2484
95;3;1;0;3707
25;1;1;2;2254
202;4;3;4;18360
30;1;1;0;1380
30;1;1;0;1111
1000;3;4;2;5447
80;3;1;1;2250
120;4;3;2;3294
249;3;3;3;9970
90;3;3;2;4112
91;2;2;1;4798
36;1;1;0;1496
51;2;1;1;3478
287;4;4;4;21930
65;2;2;1;8314
84;2;2;2;11190
43;1;1;1;4267
58;2;1;1;1990
208;4;4;3;12630
462;7;2;3;9564
167;3;2;1;11920
62;2;1;1;1936
75;2;2;0;3077
244;5;7;4;10200
309;4;7;8;9371
40;1;1;0;1464
90;2;1;0;1190
47;1;1;0;1317
143;3;2;3;8736
230;3;4;3;8131
580;6;6;6;9149
238;4;4;3;18300
113;3;4;3;4677
115;2;2;2;5503
80;1;2;1;5160
300;4;4;3;7661
70;1;1;2;1477
52;2;1;0;1378
55;2;1;1;2305
58;2;1;1;1558
50;2;1;1;1495
40;1;1;0;944
164;3;2;1;5174
76;2;2;0;2377
80;2;1;1;4995
300;5;4;3;15660
75;2;2;2;2296
280;3;4;2;16790
50;1;1;1;1638
74;1;2;2;6714
73;2;1;1;2647
280;4;3;4;5795
403;3;4;2;18660
424;4;5;4;3723
190;4;5;3;7668
454;4;3;4;14680
138;3;2;1;9935
600;5;5;6;17290
58;2;1;1;3994
38;1;1;0;2822
113;2;2;1;4089
70;2;1;0;1751
90;2;1;0;4054
183;4;4;3;8098
20;1;1;0;2043
66;2;1;1;910
92;2;2;0;4535
70;2;1;0;2127
93;3;2;1;5168
220;4;5;4;6914
20;1;1;0;948
92;3;2;2;2582
50;2;1;0;1466
300;3;5;2;16990
90;3;1;1;2246
36;1;1;0;817
70;2;2;0;3429
200;3;3;2;3845
160;3;2;1;9358
135;3;2;3;5412
70;1;1;0;1253
95;2;1;1;2451
60;2;2;2;2707
36;1;1;0;921
136;3;3;3;8647
250;3;2;2;3803
330;3;5;3;21090
65;3;2;1;1295
380;3;4;4;12300
350;5;5;4;3513
70;2;1;0;1218
65;2;2;0;2230
45;1;1;1;8590
95;2;2;0;4188
120;2;1;1;1792
248;3;4;3;11210
100;2;1;2;3667
394;4;6;4;12550
209;3;3;2;3419
16;1;1;0;1043
49;2;1;1;2385
70;2;2;1;4916
150;3;2;3;2500
58;2;1;1;1627
200;3;4;1;8652
400;3;3;0;3700
196;3;4;2;6101
40;1;1;0;2030
158;3;3;2;4906
130;2;1;1;4061
48;1;2;0;1750
72;2;1;1;1948
65;2;1;0;2160
60;2;1;1;2298
48;1;1;1;2119
47;1;1;0;1747
84;2;1;0;1487
186;4;2;2;4032
85;3;2;2;2134
160;4;5;3;6306
74;2;1;1;1077
18;1;1;0;1742
130;2;1;2;2145
95;3;2;1;2813
105;3;2;3;3727
85;2;2;1;2339
50;1;1;2;1384
103;3;2;1;6584
54;2;1;1;1780
75;2;1;2;1678
25;1;1;0;1251
63;3;2;2;1588
150;5;5;5;15070
47;2;1;1;2187
140;3;2;3;5361
40;1;1;0;1505
115;3;2;1;2674
160;4;3;2;12740
80;1;1;0;1530
75;2;1;1;1615
80;2;1;0;1029
80;2;2;1;3057
199;3;4;5;8351
400;4;4;3;9678
70;1;1;0;1266
300;4;5;4;5614
70;2;1;1;1588
250;3;2;1;16810
27;1;1;0;2139
54;2;1;1;2827
225;4;5;4;12310
125;3;2;1;5914
55;2;1;0;2106
186;3;3;2;7259
154;3;3;1;6882
200;3;4;2;10370
246;3;4;3;8552
78;2;1;0;1713
70;2;1;1;2192
188;3;1;3;10120
165;3;2;4;3281
63;2;1;0;1393
200;4;2;2;6816
298;4;5;4;10930
154;3;1;3;8015
110;3;2;2;3127
130;2;2;5;2149
32;1;1;1;5379
170;4;3;2;5462
69;2;1;0;2721
118;2;2;1;5872
90;3;1;0;3316
65;1;1;1;1679
260;4;3;4;8031
182;3;5;3;9438
41;1;1;1;4545
45;1;1;0;1422
40;1;1;0;809
100;1;3;2;3457
66;2;1;0;2027
71;3;2;2;1792
94;2;1;1;1829
80;2;2;1;2275
41;1;1;1;3613
140;3;2;1;3883
47;1;1;1;2633
70;3;1;1;1766
58;1;1;1;1480
200;3;4;4;8331
40;1;1;0;997
240;3;4;4;4431
96;3;2;1;4442
220;4;5;2;7774
132;3;2;2;6101
106;3;2;2;3763
150;3;3;2;4710
68;3;1;1;2118
180;4;5;3;13560
44;1;1;1;1499
75;2;1;0;3080
58;2;2;1;5215
72;2;1;0;3005
190;4;4;2;3868
150;3;2;1;2957
550;3;7;8;8246
220;2;2;3;11410
200;3;2;3;6300
300;5;3;4;7979
70;2;2;0;2661
43;2;1;1;1294
45;1;1;1;998
55;2;1;0;1052
700;5;8;3;13180
300;3;5;0;5901
220;4;5;2;7350
300;4;5;6;17030
52;1;1;0;850
106;2;2;1;5925
84;2;2;2;4093
50;2;1;0;1219
240;3;3;2;4353
240;3;3;4;9121
260;2;2;1;2014
73;2;2;1;2116
334;4;6;5;10070
67;2;1;1;1696
71;2;1;0;2587
280;3;4;3;13150
450;5;5;3;7149
82;3;2;1;3296
380;4;5;4;14770
105;3;2;2;3159
55;1;1;1;2377
45;1;1;0;2220
70;2;2;1;4077
160;3;3;0;5576
48;2;1;1;2212
200;3;4;2;12000
46;2;1;0;1216
30;1;1;0;689
140;3;2;1;5622
101;3;3;2;5769
340;2;4;3;21010
400;4;5;4;11290
55;2;1;1;1256
45;2;1;1;2047
62;2;2;0;1269
75;2;1;0;4178
86;3;1;1;3650
182;3;3;2;3369
30;1;1;1;791
153;4;3;1;2873
70;2;1;1;1194
82;2;1;1;2697
160;3;4;4;7640
270;5;4;4;12270
370;7;6;8;12030
470;4;6;2;11310
200;1;1;3;1889
62;2;2;0;2155
64;2;2;1;3227
58;2;1;1;1284
75;2;2;0;1856
200;2;2;2;14600
36;1;1;1;2061
120;2;2;1;2709
62;2;2;2;2173
490;3;3;3;5717
67;2;2;2;4078
161;3;3;3;5035
176;4;2;3;6301
178;4;4;4;7446
88;3;2;0;2234
470;3;3;4;4112
257;4;3;2;8306
70;4;3;0;3823
50;2;1;1;917
89;3;2;1;1786
73;2;1;1;2018
95;3;2;2;5883
54;2;1;1;2181
150;4;1;3;6550
139;2;3;1;7150
45;1;1;0;1980
255;4;4;4;3827
100;1;1;0;2450
120;3;3;1;3922
200;4;5;2;9205
72;2;1;1;2202
50;1;1;0;1133
158;3;4;3;14840
22;1;1;0;2551
105;3;2;1;4722
50;2;1;1;1943
65;2;2;0;1445
108;3;2;2;3201
50;1;1;0;1559
198;3;3;6;4514
74;3;2;1;2643
71;2;2;1;8255
52;2;1;1;1559
355;3;4;8;9886
162;3;1;0;1826
90;1;1;0;2326
62;2;1;1;1937
130;3;2;2;3046
78;1;1;0;2999
276;4;5;4;5157
50;2;1;1;1988
35;1;1;0;1922
161;3;1;2;3993
30;1;1;0;1272
251;4;4;3;8204
77;2;1;1;4033
112;3;3;2;5000
273;4;2;2;4968
55;1;1;1;1524
80;3;2;2;2610
400;4;5;3;16980
110;3;2;1;3733
262;4;5;4;6129
38;1;1;0;2404
140;2;2;1;14940
110;6;5;7;10960
46;1;1;1;1451
55;2;1;0;1954
70;2;1;1;2303
60;2;2;1;2484
87;3;2;2;5051
400;3;4;4;16310
64;2;2;0;1972
85;2;2;1;13380
140;3;4;2;5823
288;4;5;4;9879
64;3;1;1;1796
62;2;2;1;6025
15;1;1;0;710
200;4;3;2;8511
450;4;3;4;15640
72;3;2;1;3849
75;2;1;1;2785
20;1;1;0;589
77;2;2;1;4019
57;1;1;0;6394
103;3;3;0;7927
180;3;2;1;14490
80;2;1;1;850
25;1;1;1;4051
248;3;4;4;11420
360;6;2;0;8884
62;1;1;0;3000
85;2;1;0;2082
187;3;3;2;2953
58;2;3;2;2081
93;2;1;0;2167
28;1;1;0;2517
120;3;2;5;1801
70;1;2;0;1219
162;2;3;3;18350
210;3;2;3;4771
300;3;2;2;2765
40;1;1;1;2606
270;3;4;4;8989
65;2;1;1;5085
83;2;2;1;1938
340;4;5;5;14310
28;1;1;1;1687
70;1;1;0;1004
300;3;2;2;4250
423;4;5;7;22610
16;1;1;0;896
38;1;1;0;1672
210;4;4;4;9920
380;4;5;5;11070
289;3;2;1;8732
28;1;1;0;1317
83;2;3;1;2662
120;4;3;3;5776
60;2;2;1;1790
100;2;1;0;1242
108;4;3;2;8326
345;2;3;2;16590
210;3;4;4;12250
80;2;1;0;6003
270;4;4;4;6837
60;2;1;0;1117
64;2;1;1;3920
90;2;2;0;5927
157;3;3;1;6230
100;3;2;1;2083
86;3;2;2;2871
56;2;1;1;2222
40;1;1;0;3810
188;3;4;1;12790
44;2;1;1;2167
300;3;2;0;6718
101;3;3;2;7605
130;3;1;1;2320
120;4;3;3;8049
200;3;4;2;4044
140;3;4;2;10650
100;3;1;0;5027
260;5;3;0;6183
77;2;2;2;3789
45;1;1;0;814
50;2;1;1;1043
44;2;1;2;1286
84;1;2;0;2533
53;3;1;0;1312
200;3;4;2;3591
75;3;2;1;1192
120;2;2;1;2997
70;2;1;0;1047
100;3;2;0;1715
73;2;2;1;3030
70;2;1;1;3806
110;2;4;2;9056
200;3;2;2;4665
75;2;2;2;2141
96;2;1;1;3525
270;3;2;1;7052
100;1;1;0;2899
195;4;2;2;3692
102;3;2;0;4420
310;4;4;8;6104
63;2;2;1;2667
131;3;2;2;4973
37;1;1;1;3479
145;3;2;2;3174
135;3;3;1;6205
67;3;2;1;1882
25;1;1;0;1094
300;4;4;4;6645
190;3;2;2;7965
105;3;2;2;8988
48;1;1;2;6119
170;2;3;1;1374
75;3;2;1;3115
520;3;4;8;11160
37;1;1;0;2711
305;3;6;3;14940
80;2;2;1;5092
69;2;2;1;2278
36;1;1;1;2124
28;1;1;0;2746
110;1;2;1;2789
88;2;1;0;1616
500;5;7;7;17170
122;3;2;1;4992
85;2;1;1;1605
36;1;1;0;1996
80;3;2;1;2841
114;3;3;0;4340
150;3;2;2;2670
70;2;1;0;2303
370;4;4;3;9019
47;1;1;1;3452
70;3;2;2;3731
70;2;2;2;4826
50;2;3;0;1851
37;1;1;0;3275
136;3;2;2;4634
60;2;1;0;2709
65;2;2;1;2450
450;7;5;3;8302
180;3;4;3;5294
130;3;3;2;5483
200;3;2;6;2511
180;2;3;2;12660
55;2;2;1;2178
79;2;1;2;7035
47;1;1;1;10540
65;2;1;1;3992
292;4;4;3;5872
181;4;2;2;6018
327;5;4;5;13170
300;2;3;2;8685
366;4;5;5;21030
115;3;3;1;4624
216;4;5;5;8200
70;2;1;1;1586
170;3;3;2;5318
65;3;2;2;3285
88;3;3;2;3827
54;1;1;0;2247
95;1;2;2;10530
800;4;5;4;24530
75;1;1;0;1472
38;1;1;0;2670
178;2;4;3;8727
310;2;6;3;9141
66;1;1;1;3233
90;3;2;0;3646
180;3;3;2;8029
40;1;1;0;1615
150;3;2;1;7091
37;1;1;0;3352
71;2;2;1;3800
130;3;2;2;7048
75;2;2;1;3870
45;1;1;1;2950
260;4;3;4;7114
50;1;1;0;762
63;2;2;1;2047
99;2;1;1;5780
170;4;4;3;10940
67;2;2;1;2093
126;2;2;2;3593
70;2;2;2;2887
57;1;1;1;2457
27;1;1;0;1018
78;1;2;1;2676
1100;4;6;10;19210
162;2;2;3;17300
85;2;2;2;3901
67;2;1;1;1857
122;3;1;0;3246
220;4;3;4;15340
30;1;1;0;1013
50;1;1;0;965
120;3;2;2;1951
75;2;2;1;2310
70;2;2;2;3672
650;4;6;6;10230
71;3;2;1;1897
27;1;1;0;2611
187;3;3;2;4630
110;3;2;1;5558
180;4;2;2;3703
57;2;2;2;2554
250;3;2;2;15690
49;2;2;1;2079
110;1;1;1;1570
59;2;2;1;2606
65;2;1;1;2496
220;4;2;2;8256
220;3;2;2;10280
88;2;2;1;8593
90;3;2;2;4662
30;1;1;0;3794
49;2;1;1;2223
100;3;2;0;7186
120;3;1;1;3099
150;2;3;3;4314
100;3;2;0;1701
170;3;3;0;10030
70;2;1;2;1390
70;1;1;1;3960
80;1;1;1;7883
60;2;2;1;6885
100;3;3;3;4759
260;4;2;3;4338
300;3;5;4;7451
86;3;3;2;3282
250;4;4;2;6700
48;1;1;0;1706
70;3;2;2;2708
82;3;2;2;3294
80;3;2;1;2879
429;5;4;5;11020
104;2;2;1;2424
35;1;1;0;3255
240;4;2;1;5975
40;1;1;0;1082
400;3;3;2;12180
90;2;2;2;5559
45;2;1;1;2290
110;3;2;0;2091
110;4;2;2;3605
143;2;1;2;3621
60;2;2;2;2218
124;3;3;2;4266
55;2;1;1;2110
73;3;2;2;3575
200;4;4;2;5555
70;1;1;0;1059
44;1;1;0;3003
87;2;1;1;4092
60;1;1;1;1689
200;3;5;3;6503
80;2;1;1;3597
51;2;1;1;1391
147;2;3;2;14150
210;3;4;3;12640
110;3;2;2;3241
50;1;1;0;1450
32;1;1;0;1871
82;3;2;1;1488
98;3;3;2;3561
170;4;3;2;12080
20;1;1;0;2555
168;4;3;2;2565
50;2;1;0;1088
212;4;4;3;12660
73;2;2;1;2116
50;1;1;1;2323
20;1;1;0;2555
190;1;1;1;4126
450;4;6;2;5460
180;5;5;4;4844
682;6;7;6;6019
68;2;1;0;2006
58;2;1;0;1319
60;3;2;1;1602
50;1;1;1;2110
120;3;3;1;2675
43;2;1;1;2491
91;1;2;2;15580
75;2;1;2;3006
300;4;3;4;12480
74;2;2;2;5483
90;3;2;2;2127
154;4;4;3;10440
280;3;3;7;9251
150;3;3;2;6136
20;1;1;0;2555
110;2;2;0;3389
247;4;4;4;6167
220;3;4;2;16460
70;2;2;0;3948
98;3;2;2;3566
300;4;6;6;24890
80;2;1;1;5026
57;2;1;2;2183
75;2;1;0;1283
70;2;2;1;3146
80;2;1;0;2052
372;5;4;6;10380
120;3;2;2;5518
71;1;1;1;1302
130;3;3;2;5087
300;2;1;2;3193
320;5;4;3;4326
200;3;2;2;12570
56;2;2;1;1958
165;3;2;3;5993
35;1;1;0;1307
96;3;1;1;2959
450;4;5;4;6828
227;4;4;3;12720
40;1;1;1;3358
288;4;5;4;10830
90;1;2;0;1697
45;2;1;1;1627
63;2;2;1;3438
120;3;2;2;2957
94;3;2;2;8628
60;1;1;1;834
106;3;2;2;4459
167;3;4;2;6553
69;2;3;2;3507
300;4;4;1;3744
50;2;1;0;3308
40;1;1;0;1405
380;4;3;3;10970
20;1;1;0;760
50;2;1;1;1276
60;2;2;1;5208
40;1;1;1;3884
62;2;2;1;2474
230;3;3;0;9910
45;2;1;1;1182
60;2;1;0;1101
65;2;2;1;1777
90;3;1;0;3253
150;3;3;2;3777
180;3;4;3;8461
95;3;2;2;1967
45;1;1;0;2729
216;3;5;0;19890
58;1;1;0;1518
42;1;1;0;3298
40;1;1;0;1153
220;4;4;3;8002
42;1;1;1;3308
421;3;3;1;15960
226;4;2;2;5292
55;1;1;0;1418
61;1;1;1;2650
50;1;1;0;1827
300;4;4;0;12920
58;2;2;2;3058
104;3;3;2;5357
72;2;2;0;3733
65;3;1;1;3084
160;4;2;2;6929
40;1;1;0;1131
23;1;1;1;2909
35;1;1;0;964
28;1;1;0;1103
20;1;1;0;2555
68;2;2;1;2843
70;3;1;1;1765
127;2;3;2;5137
138;3;2;3;5510
53;1;1;1;1218
130;5;2;0;3076
39;1;1;1;1157
60;2;1;0;1343
300;4;4;4;6252
500;3;3;5;9162
90;3;2;1;2192
120;3;1;2;2113
134;3;5;2;6115
78;2;1;1;2028
55;1;1;1;5226
167;3;3;2;7177
15;1;1;0;1216
46;2;1;1;1291
30;1;1;0;4869
60;2;2;1;3052
380;3;3;4;4564
95;3;2;1;2270
55;2;2;1;2254
55;2;1;1;1042
30;1;1;0;1505
58;2;1;0;4752
480;4;5;2;8399
97;3;2;2;2756
33;1;1;1;3263
192;3;4;2;10210
114;4;2;1;5989
70;2;2;0;4901
240;3;4;4;9889
110;3;1;0;2588
950;6;5;2;14700
55;1;1;1;4053
166;4;3;3;4220
117;3;3;2;5478
115;3;2;1;2140
55;2;1;1;1357
85;1;2;1;3728
61;1;2;1;3004
34;1;1;0;3077
70;3;2;0;1812
85;2;2;0;6853
93;2;1;1;6665
150;3;2;1;5556
48;2;1;1;2350
70;2;1;0;1258
80;2;2;1;3566
137;3;3;3;11840
230;3;4;3;16010
95;3;2;1;5753
87;2;2;1;3021
800;8;7;4;15060
88;3;1;2;2138
245;3;3;1;14540
34;1;1;0;3280
469;4;5;4;23160
113;2;2;1;10170
200;4;4;3;6529
44;1;1;0;2440
45;2;1;1;1989
63;2;2;1;2667
58;1;1;0;1422
55;2;2;1;3401
320;4;4;2;12860
57;1;1;1;3077
240;5;2;3;6888
127;3;2;1;5522
18;1;1;0;1732
35;1;1;0;1001
320;3;5;3;9136
